Time,FlowRate,InletTemperature,OutletTemperature,AirTemperature,RelativeHumidity,HeatLoss,VolumetricHumidity,MixingRatio
5160,37.3071697,25.856788,29.95724455,29.9,83.3,10708.34998508285,25.170430248618587,0.02235316730577121
5170,37.11426555,25.25867188,27.19307576,30.0,85.3,5025.578549828918,25.914524497925658,0.023046337562197292
5180,37.97804293,25.75699019,28.42398483,29.9,82.6,7090.10658523999,24.95891402804196,0.022158633521642667
5190,37.79652752,25.76074564,29.42215185,30.6,83.4,9687.19084047147,26.17059773728975,0.023330403451581862
5200,37.78580486,25.05927236,29.16808472,29.8,84.4,10867.83474289212,25.36516491829365,0.022524666368853485
5210,35.25037254,25.50442146,28.14811165,30.7,81.2,6523.374485449039,25.61766391303019,0.022827181060625805
5220,34.27625597,25.22462432,27.3948337,30.6,82.4,5207.065655216248,25.856801601351023,0.02304029982280297
5230,36.65974862,25.83617936,29.41187611,30.1,81.8,9175.890079744575,24.9858584868718,0.022198570711803155
5240,34.10341259,25.64780163,29.93357886,30.3,84.0,10231.174040046215,25.936318754182146,0.023090112620320218
5250,36.81862212,25.22395253,27.67238428,30.6,81.7,6310.351837290224,25.637144306193917,0.022837382431296915
5260,32.91048607,25.60372154,29.36565708,30.4,85.0,8666.498902978554,26.386956213470125,0.02351449915402687
5270,34.42394929,25.05866084,27.09426553,30.4,84.8,4905.148683613232,26.324869257673715,0.023457084295699093
5280,36.17181955,25.10562382,29.44442954,30.4,83.9,10985.974829644349,26.04547795658992,0.02319884377804851
5290,36.8541981,25.44326123,29.58137789,30.1,85.5,10675.487980398519,26.11602568004326,0.023240180266903433
5300,35.28021519,25.33655769,29.62942381,30.6,81.9,10601.726834682224,25.69990353338166,0.022895345799959107
5310,33.9032331,25.58910241,28.0821532,30.4,81.0,5916.573744445644,25.145217097542115,0.022368139329545022
5320,38.40998395,25.44343456,30.25572117,30.1,82.6,12938.789601702994,25.23021896107103,0.022423498527373655
5330,36.30139374,25.00152836,27.28599008,30.6,83.7,5805.040106717442,26.264736578071368,0.02341748543299251
5340,35.50622419,25.65795967,28.94881546,30.0,81.4,8179.210441968965,24.72968691830186,0.02195544142638817
5350,35.67323905,25.78324425,29.0897354,30.2,81.3,8256.727444746157,24.967580705413813,0.02218932840296359
5360,35.8181446,25.19210965,29.51454012,30.1,83.8,10837.500771853418,25.59675967236989,0.022761184922714527
5370,37.00411859,25.77760454,28.33575747,30.4,81.8,6626.353607515322,25.393564920727716,0.022597085440007134
5380,37.89716453,25.41873627,27.89662968,30.6,82.7,6573.359397260092,25.950940442132644,0.02312730351995487
5390,40.0054962,25.85460315,29.79366915,30.2,85.3,11030.900292618446,26.19599796029272,0.02332199003115492
5400,38.87315357,25.85868707,30.51396995,30.1,80.8,12667.586841422237,24.680407894122755,0.0219176316571762
5410,39.66247195,25.19298786,28.31930416,30.1,81.1,8679.820278890451,24.772043071947465,0.022001887640347436
5420,41.07424197,25.60265067,28.51274993,29.8,82.1,8367.108481337054,24.673934120757202,0.021889240320162106
5430,43.03749671,25.59654108,29.80190271,30.5,84.5,12669.176612083962,26.373428629359708,0.02351002369183676
5440,40.90249067,24.97247573,28.28522245,29.8,85.2,9484.971426481115,25.605593021784582,0.022745978213027943
5450,41.30378134,25.80229888,29.59784261,30.1,85.2,10973.921580322967,26.024390502218548,0.023155599967092176
5460,42.07033852,25.06132636,27.97078051,29.9,81.9,8568.120469924326,24.747397807465337,0.02196421716735649
5470,44.3428926,25.38480919,28.40392291,30.7,82.7,9371.336480320251,26.0908966207832,0.02326463818896761
5480,42.3577395,25.38768048,29.08525073,30.0,82.5,10963.450220271487,25.063871876657288,0.022262756298342058
5490,41.80668134,25.1223055,27.25144528,30.7,83.2,6230.858781754437,26.24864085670088,0.023410589165780503
5500,45.49949619,25.47699139,28.29477793,30.6,84.0,8974.55075586743,26.35887541885299,0.02350459092028473
5510,42.69777778,25.71132191,29.14503716,30.6,81.2,10262.840749300807,25.480246238224552,0.022692519586242695
5520,45.45433557,25.14643163,27.27430045,30.7,81.6,6770.460437525393,25.743859301764324,0.022943778285864337
5530,46.53983971,25.50440688,28.08157774,30.2,81.9,8395.878311077797,25.15184329364565,0.022358974098184665
5540,45.45523541,25.47911272,27.34007742,30.3,82.8,5921.341196974003,25.565799914836692,0.02274818967128178
5550,43.50358825,25.52774912,29.82687859,30.6,82.0,13091.929080742453,25.731283146975535,0.022924331392260754
5560,44.97350193,25.19806921,27.69354363,30.0,85.5,7856.115655089496,25.975285399444825,0.023102380596789575
5570,44.23306737,25.31946766,28.5444021,29.9,85.2,9985.41196438472,25.744545704469434,0.022881780362708888
5580,46.14183408,25.74005806,30.1473989,29.8,84.4,14235.395284130149,25.36516491829365,0.022524666368853485
5590,45.0248221,25.87132566,29.9514312,30.3,80.7,12859.421826140704,24.91739194598214,0.022150695910672865
5600,46.63445405,25.60709443,29.26692109,30.7,84.9,11947.18127447145,26.784971258820967,0.023907316746789833
5610,45.78770152,25.90089683,28.28183946,29.8,84.2,7631.252333507865,25.305057892420916,0.022469362145961423
5620,41.37130079,25.38127146,29.14758063,30.3,82.1,10907.197667814366,25.349663925218504,0.022548901959487798
5630,41.33031295,25.79946518,28.50773388,30.1,81.8,7835.35150465828,24.9858584868718,0.022198570711803155
5640,43.33988057,25.64802739,28.99427863,30.3,83.7,10151.82903691701,25.843689044345787,0.02300459788739592
5650,40.85492618,25.39206852,27.85095831,30.0,83.0,7032.0432598644,25.215774130455213,0.02240254186576714
5660,42.96986802,25.40307529,27.99939393,30.4,80.9,7809.442850906612,25.114173619643914,0.02233953250070466
5670,42.58966128,25.3534596,29.79076639,30.4,82.7,13228.83752270809,25.672956221811518,0.022854844364195062
5680,41.77480863,25.81430155,29.90720678,30.6,83.5,11968.623290678328,26.20197735088362,0.023359428167541482
5690,39.66448444,25.04726949,27.96756441,30.3,85.0,8108.239469018572,26.245084453636697,0.0233753255721144
5700,38.83075727,25.57933734,30.14250109,30.0,84.3,12403.37727716591,25.610719990329812,0.022766268391889905
5710,38.17093485,25.76417852,29.32198834,30.3,81.9,9506.344879353715,25.287910785327593,0.022491985240025294
5720,37.29750771,25.47400321,29.49724854,30.0,83.2,10503.991660042757,25.276535031974383,0.02245847307911753
5730,37.77126902,25.60210532,30.15535828,30.3,82.8,12038.749972778993,25.565799914836692,0.02274818967128178
5740,37.82394114,25.456771,29.19391639,29.9,81.8,9894.749708408763,24.717181204525822,0.021936452982368352
5750,39.81112617,25.46754856,29.7840062,30.4,82.1,12029.012779945031,25.486695354422313,0.022682982181993758
5760,38.80030849,25.73611715,30.50154277,30.6,81.4,12942.998889950471,25.5430054654123,0.022750456912888174
5770,36.10281061,24.90064566,29.4458144,30.3,84.6,11486.535634749864,26.121578173854875,0.02326121013159998
5780,36.02792852,25.55940038,29.52566656,30.2,81.5,10002.744809703345,25.02900156815776,0.02224586704152032
5790,35.98637743,25.11065557,28.39595256,30.6,82.4,8275.815621624812,25.856801601351023,0.02304029982280297
5800,37.23744342,25.46318878,29.91108231,29.8,84.3,11593.97285630914,25.335111405357274,0.022497013070958208
5810,32.93607926,25.4059924,28.9791123,30.7,83.3,8237.919216231832,26.28018970388441,0.023439787284705735
5820,36.78264119,25.13075715,28.71563144,30.4,81.8,9230.280130422816,25.393564920727716,0.022597085440007134
5830,34.49416149,25.69069541,28.16112695,30.7,83.9,5965.082514352457,26.469482786985623,0.02361503149331545
5840,36.81579262,25.25436536,27.7027707,30.1,84.5,6309.798827299835,25.810575087294215,0.0229583321433191
5850,33.20689677,25.56048306,29.94887867,30.0,82.9,10200.750000503382,25.18539367969563,0.022374579899662392
5860,35.8759273,24.95978119,29.6425983,30.1,84.4,11760.028433828924,25.780030028019315,0.022930160873374104
5870,33.1741721,25.57060026,30.33048594,30.7,85.6,11053.368670725187,27.005813189105712,0.024112073945145012
5880,36.42259628,25.14633314,29.04896099,30.7,83.9,9950.068702814415,26.469482786985623,0.02361503149331545
5890,33.85954263,24.90452905,28.90690877,30.1,82.4,9486.312272555124,25.169128842521232,0.022367251848883923
5900,37.76916755,25.54282546,27.77706387,29.9,83.2,5906.9727397754905,25.140213645679072,0.022325369571567
5910,33.63873695,25.73480401,29.48902334,30.1,85.0,8840.103754613265,25.963300383668738,0.023099225418830353
5920,35.72191421,25.12971628,28.84517458,30.0,82.0,9290.629785040268,24.911969622859367,0.022123031364983566
5930,36.77805579,25.20590467,28.4048864,30.1,83.3,8235.662997599151,25.444034375995365,0.022620439256848583
5940,39.14008254,25.70980679,29.34889475,29.9,84.8,9970.394218730422,25.623679292711362,0.022770421336704316
5950,39.85748527,25.12139067,27.21676313,29.8,82.1,5846.139387172957,24.673934120757202,0.021889240320162106
5960,35.48934795,25.52660558,27.97509883,29.8,82.6,6082.680023173348,24.82420168543904,0.022027269811152977
5970,38.2048182,24.93590563,29.61490225,30.5,83.7,12513.215065786011,26.123739364229678,0.023279112984517233
5980,37.17382649,25.05562963,28.21514842,29.8,84.8,8221.598230394833,25.485378970039115,0.022635303295529548
5990,37.44542378,25.68299345,28.32156762,30.1,84.0,6916.176957942819,25.6578497909197,0.022817500400033865
6000,40.17294586,25.00887379,29.42609783,30.7,85.4,12421.703154728733,26.942715494738643,0.024053558642428342
6010,40.4469522,25.12421685,29.20121087,29.9,81.9,11543.13875726381,24.747397807465337,0.02196421716735649
6020,41.96748666,25.69868439,28.14586257,30.2,83.8,7189.134233665509,25.73534148971313,0.022896775448829846
6030,40.53923828,25.1566263,27.8505745,29.8,83.8,7644.7425595644,25.184843840675445,0.022358782168851777
6040,42.36806172,25.53477844,30.22238959,29.9,80.8,13902.349896579211,24.415015175130637,0.02165894275406311
6050,43.09763993,25.16239698,27.84851652,29.9,81.1,8103.578892070008,24.50566498394919,0.021742170703463848
6060,45.12895957,25.4812117,28.00300501,30.3,82.3,7966.413583162053,25.411417065109415,0.022605828733069495
6070,41.21431509,25.69471032,28.79564695,29.9,83.0,8946.20855400599,25.079780439800032,0.022269781298014272
6080,43.87597088,25.38364993,29.87555931,30.7,81.3,13796.081960673517,25.64921276021372,0.02285632641428013
6090,41.95840251,25.87962485,27.74108722,30.7,82.7,5467.279116437504,26.0908966207832,0.02326463818896761
6100,45.14952868,25.90954245,28.55219587,30.0,82.4,8352.0189464313,25.033491425897704,0.022234806462207695
6110,46.49527637,25.6538799,27.35981069,30.6,82.4,5552.24064843997,25.856801601351023,0.02304029982280297
6120,46.28082773,25.87046868,30.47267615,30.0,84.0,14909.57797677525,25.51957863805106,0.022682295060759663
6130,44.34015554,25.72993181,28.83982248,29.8,83.9,9652.512521413631,25.21489735361181,0.02238642360530817
6140,44.4107629,24.99733578,29.23494959,30.5,82.4,13173.696352437295,25.71799430839338,0.022904235236098164
6150,45.14615076,25.45701117,27.84167212,30.5,81.1,7536.078393212929,25.312249252557066,0.022529792822027273
6160,45.52740287,25.30241772,29.47382331,29.9,82.3,13293.928398107,24.868264219223406,0.022075297853985255
6170,44.44573972,25.69624662,28.0436793,30.1,84.3,7303.336733385147,25.749484968744408,0.022901992064395506
6180,42.75076237,25.81929059,29.9463367,30.5,82.3,12350.405727704996,25.68678315025212,0.022875416527489582
6190,45.59271691,25.37288446,27.95210646,30.1,84.6,8231.561694583073,25.841120146569118,0.02298650587455303
6200,44.8129552,25.92244291,29.52457229,30.1,81.8,11299.544377138056,24.9858584868718,0.022198570711803155
6210,42.09452536,25.8601791,27.59364716,29.7,80.9,5107.866064869399,24.181962904868772,0.02143042968846252
6220,43.36213113,24.94922547,28.82348605,30.4,85.3,11759.733671122493,26.48008664716472,0.023600640596595463
6230,42.52883714,25.61134664,28.07333123,30.5,85.1,7329.3739168509765,26.56069557820723,0.023683315207374465
6240,43.22027046,25.86428504,29.31717365,30.5,80.6,10446.43457147175,25.156193461850794,0.022385892265890633
6250,42.14021733,25.89383117,30.60922098,30.2,81.2,13909.528597234723,24.936870274041844,0.022161062804985723
6260,43.42390319,25.93353672,28.4769778,30.6,85.2,7731.229745917235,26.73543078197946,0.023853248118718976
6270,42.99022402,25.0820442,27.06030489,30.6,85.2,5953.210916314192,26.73543078197946,0.023853248118718976
6280,38.91474579,25.1075389,27.58066727,30.4,83.5,6736.881327721088,25.921304044997118,0.023084136533340942
6290,40.55552466,25.71909971,28.00295446,29.8,85.0,6483.60493434383,25.545485995911847,0.022690636004203048
6300,39.28132029,25.77743315,28.51275933,30.7,83.4,7521.305664194157,26.31173855106795,0.023468988045655004
6310,37.94233679,25.41700157,28.85771837,29.8,84.7,9138.418493722775,25.45532545710275,0.022607640502985152
6320,40.40570022,25.61882833,29.54715445,30.5,84.1,11110.873729978106,26.248583996794693,0.023394547683600036
6330,36.31114383,24.88831074,27.92341072,30.0,82.5,7714.556633854704,25.063871876657288,0.022262756298342058
6340,39.18008728,25.26929196,29.25218398,30.0,80.6,10923.50398792909,24.486643312225183,0.02173212378920761
6350,37.72322915,25.7388736,28.80797032,30.1,84.4,8104.33671964513,25.780030028019315,0.022930160873374104
6360,37.33005905,25.47499139,29.37147586,30.5,83.4,10181.91967467556,26.030105889805913,0.023192564056004793
6370,35.86078299,25.21603176,29.63379698,30.2,80.8,11089.716389863272,24.81402854855395,0.02204802521412547
6380,35.53477643,25.67231314,28.59346493,30.7,82.1,7266.1733043021,25.901603537681993,0.023089584128689052
6390,34.00644827,25.09742192,28.19681316,30.0,81.5,7377.950151008589,24.760067369061446,0.021983367026248826
6400,33.45454324,25.64001562,28.26695359,30.6,85.1,6151.810693431398,26.704051168385583,0.023824178966779616
6410,34.25810791,25.64946813,28.71493416,29.8,84.0,7351.194623512551,25.244950866548177,0.02241406741344174
6420,33.46385107,25.69892753,30.31614244,30.7,80.7,10815.685447449641,25.45991967711251,0.022681493802832096
6430,37.30300648,25.23427524,28.8485671,30.3,81.6,9437.676687193392,25.195281075491227,0.022406629006479252
6440,34.11002164,24.89043287,27.19852964,29.8,81.8,5511.046154033985,24.583773581948105,0.021806451022301398
6450,33.67511422,25.08152919,28.13184058,30.3,81.2,7190.37091253718,25.071774795709413,0.022292855859651885
6460,32.85599959,25.68920605,29.93693549,29.9,81.2,9769.437771734965,24.535881586888706,0.021769918136615392
6470,37.40476713,25.6116969,28.95921052,30.1,83.7,8764.907719442235,25.566214613094985,0.02273303087276469
6480,33.06860846,25.07126562,30.01197469,30.4,82.0,11436.766162542055,25.45565187652412,0.022654347391077186
6490,36.36447263,25.23380191,27.12838674,30.5,83.9,4822.690473702372,26.186161680512186,0.023336825171799906
6500,37.54413571,25.41977227,28.72069947,30.3,84.9,8675.132113594122,26.214207883691245,0.023346792928006118
6510,34.58439165,24.87103862,29.0109756,30.2,81.4,10022.40413458467,24.99829113678579,0.022217596481699596
6520,34.95056196,25.45233965,29.80200617,30.5,83.9,10641.63024488183,26.186161680512186,0.023336825171799906
6530,34.91105725,25.84430952,30.15818306,30.5,83.7,10542.132028694012,26.123739364229678,0.023279112984517233
6540,37.25482035,25.46349185,28.65602876,30.5,83.1,8325.617232995593,25.936472415382152,0.023106038342080967
6550,36.80966875,24.91325951,28.86141327,29.9,81.2,10173.116245576693,24.535881586888706,0.021769918136615392
6560,38.60452306,24.91048942,29.19784089,30.0,81.0,11585.781108295785,24.608165115263517,0.021843763242729203
6570,37.95070788,25.48324139,29.52973082,30.7,85.1,10749.699680820644,26.848068953188033,0.02396580555921823
6580,40.87259154,24.93915503,27.24801584,30.5,84.5,6605.838736689055,26.373428629359708,0.02351002369183676
6590,37.70321177,25.59589019,27.98612474,30.2,83.3,6308.366359303453,25.581789332853266,0.022755161756454423
6600,39.54178581,25.42659185,28.19249677,29.8,82.1,7655.817394222565,24.673934120757202,0.021889240320162106
6610,39.39796489,25.63891426,29.63970141,30.2,82.8,11033.601016764424,25.4282371759934,0.022613610246609617
6620,43.21146635,25.1143247,28.30112737,29.8,83.4,9639.449143715658,25.06462978892998,0.022248240133694582
6630,41.48293115,25.33526878,27.94319731,30.1,84.8,7572.916375787746,25.90221026511893,0.023042860722178028
6640,40.42389749,25.56544147,29.94611548,30.3,82.7,12395.874198214306,25.534923344891236,0.02271971245324848
6650,43.61984976,24.95732839,27.20748895,30.6,83.1,6870.616589415416,26.07645889650813,0.02324334496653926
6660,41.92048788,25.04920983,28.67163974,30.1,81.4,10629.782039681317,24.863678249772185,0.022086165676712885
6670,44.65510806,25.33125303,29.13585958,30.7,83.4,11892.658163122376,26.31173855106795,0.023468988045655004
6680,42.80366089,25.73290373,28.59033714,30.1,85.3,8561.60274881774,26.05493556149345,0.023183790936383824
6690,42.92043684,25.32080453,28.528917,30.0,82.9,9638.551205097598,25.18539367969563,0.022374579899662392
6700,46.36728813,25.11265452,29.62597816,30.7,85.3,14648.940434787424,26.91116664755511,0.024024304965602903
6710,44.8009535,25.7986763,29.66848291,30.1,85.0,12135.971819202188,25.963300383668738,0.023099225418830353
6720,45.80315041,25.18863455,29.23016656,30.2,81.1,12958.042897860178,24.90615984266987,0.022132799687439433
6730,47.16149538,25.97223136,29.12138204,30.0,83.3,10396.305867202078,25.306915482733967,0.02248644232699519
6740,46.34368534,25.73447031,28.00588418,30.0,82.0,7368.598276773418,24.911969622859367,0.022123031364983566
6750,44.39960736,25.85327445,29.80436637,29.9,84.8,12279.885092388795,25.623679292711362,0.022770421336704316
6760,43.17895093,25.54357728,28.06253302,30.3,85.5,7613.6106404611255,26.399467303363974,0.02351802664751349
6770,43.33811207,24.99472325,28.51015571,30.0,81.7,10664.654414819704,24.820828270580613,0.02203922549291079
6780,45.22049114,25.19286215,27.85065526,30.3,82.0,8413.069684789563,25.31878735527305,0.022520442343158125
6790,42.26570085,25.37266399,27.61577475,30.0,84.6,6636.465384890331,25.701861342608566,0.022850263602503532
6800,44.27450009,25.2780587,27.82963414,30.5,84.2,7907.880893354527,26.27979515493595,0.023423412812059976
6810,45.45485218,24.99080464,29.60842254,30.1,85.5,14692.519734775538,26.11602568004326,0.023240180266903433
6820,44.74480457,25.26234768,28.07925549,30.5,85.2,8822.939261510968,26.591906736348488,0.023712206173119286
6830,41.84763799,25.06278267,29.21226949,29.8,82.1,12155.235560134543,24.673934120757202,0.021889240320162106
6840,41.69183717,25.75777817,27.54181931,30.3,82.3,5206.59668994228,25.411417065109415,0.022605828733069495
6850,42.10729826,25.02618381,28.6607193,29.8,83.2,10712.832893978972,25.004522763057242,0.022192983338246222
6860,42.02166851,25.15028401,27.32303162,30.2,84.5,6391.173587632029,25.95031450931694,0.023095139162846313
6870,39.33312177,25.06976576,29.51698293,30.7,84.9,12244.60541396714,26.784971258820967,0.023907316746789833
6880,39.12966228,25.30689135,28.52806186,30.5,84.7,8823.031994181676,26.43585094564222,0.02356777719381789
6890,40.76509044,25.74758871,29.17710859,30.0,80.9,9786.328165178458,24.577784664503938,0.021815849749185545
6900,38.35238602,25.45595541,28.76894603,30.7,81.0,8894.27665972153,25.554566218663112,0.02276889825648411
6910,40.24046051,25.17439876,29.15638594,30.7,83.7,11216.589850768141,26.406385092618553,0.02355660618423339
6920,36.73066005,25.58248475,29.47648985,30.0,81.3,10012.056429274639,24.69930646754227,0.021927518248420895
6930,38.87512893,24.97876134,26.83015354,30.3,85.2,5038.117733249753,26.306837593527607,0.023432398430298183
6940,39.51326816,25.48948927,28.73497179,30.6,85.5,8976.773478494679,26.829569622761078,0.023940471278301352
6950,35.93705941,25.53824575,30.34291753,30.2,83.9,12086.604264238731,25.766051921085104,0.02292510565281452
6960,38.45775817,25.17617993,28.42666921,30.6,83.3,8750.457146509218,26.139218123695876,0.023301381346329753
6970,37.55662743,25.26717654,28.47130828,29.8,83.0,8423.546739707226,24.94441573718451,0.022137736020965346
6980,37.75038743,25.06609281,28.89870328,29.8,83.2,10127.777107754204,25.004522763057242,0.022192983338246222
6990,36.31953615,25.74271584,30.45074991,30.7,83.3,11969.552952055765,26.28018970388441,0.023439787284705735
7000,36.4757258,25.8544265,29.0533016,30.2,80.9,8167.690371123335,24.844738979925925,0.022076280892335712
7010,33.84260721,25.32134057,28.19774365,30.1,82.9,6814.148572985193,25.321854138895752,0.02250788695969258
7020,37.23745123,25.18894576,27.94790985,30.0,81.4,7191.57535226874,24.72968691830186,0.02195544142638817
7030,36.71256384,25.12717241,29.008016,30.4,85.3,9973.30026356509,26.48008664716472,0.023600640596595463
7040,36.25079196,25.82114935,28.67389622,30.2,80.6,7239.003330923785,24.752607685810002,0.021991521294756643
7050,37.1348003,25.12801842,27.5981237,30.7,84.9,6420.880640494288,26.784971258820967,0.023907316746789833
7060,36.99488815,25.11437608,27.39203568,30.4,84.4,5898.323350204162,26.20069534608092,0.023342285214901594
7070,35.89562359,25.24193576,27.94956601,30.6,81.8,6803.445339242835,25.66852391978779,0.02286636281308825
7080,33.09664249,25.2387117,28.43299187,30.7,83.0,7400.396415957048,26.185543162333808,0.023352200852567943
7090,34.78071609,25.8361875,27.79493801,30.6,83.4,4768.872176561684,26.17059773728975,0.023330403451581862
7100,33.29864908,25.1263194,29.42526112,29.8,81.4,10020.426622475608,24.46355953020264,0.021696098404306863
7110,38.04839477,25.12761272,27.1108906,29.9,85.0,5282.237780179416,25.684112498590395,0.022826096041736937
7120,36.19037209,25.77831514,29.45729642,30.6,82.3,9320.059100474109,25.825421987757153,0.02301130380526414
7130,35.45304597,25.60241362,28.95667841,30.5,85.3,8324.323265679564,26.623117894489745,0.023741099724500406
7140,37.41737853,25.03357305,29.86458025,29.8,81.9,12653.453755848876,24.613827094884474,0.021834045089237152
7150,39.31694398,25.61008085,28.10329184,29.8,81.8,6861.780577690527,24.583773581948105,0.021806451022301398
7160,39.65720447,25.20640273,27.40482863,30.5,84.5,6102.839779991065,26.373428629359708,0.02351002369183676
7170,37.31316393,25.62309713,30.35063553,30.4,83.1,12347.959071319896,25.797130133404316,0.022969470069304335
7180,39.10709027,24.98163398,27.22315093,30.1,83.0,6136.144399376949,25.35239919817065,0.022536021348974217
7190,39.64478222,25.1721204,27.26978844,30.6,80.7,5821.311483095794,25.32334817025519,0.02254772181552122
7200,42.1786978,25.53802283,29.56947571,30.0,80.9,11902.900290432177,24.577784664503938,0.021815849749185545
7210,40.77292675,25.6741882,29.46326536,30.3,81.0,10814.423584634467,25.0100216558185,0.022235984350780662
7220,41.66401006,25.21139066,27.77907224,30.2,84.6,7488.593782599775,25.981024940688915,0.023123486798602502
7230,42.48603326,25.34054126,27.15576785,30.3,84.7,5398.524409402352,26.152454743800334,0.02328973520808348
7240,41.71650312,25.53091983,28.69137068,29.8,81.9,9229.007042124216,24.613827094884474,0.021834045089237152
7250,43.03305352,25.79069982,29.92560747,30.3,80.6,12455.639154189515,24.88651537603668,0.02212227144882765
7260,40.48960619,24.95361324,28.954755,30.5,81.5,11340.325792093445,25.437093885122085,0.02264495955110757
7270,44.02312708,25.20591756,28.24959979,29.9,81.1,9379.46867216995,24.50566498394919,0.021742170703463848
7280,45.36327534,25.76829265,27.8372546,29.8,82.3,6569.842342408339,24.734041146629938,0.02194444501585331
7290,43.4727957,25.35720546,27.72500076,29.9,83.8,7205.427693542418,25.32151326331618,0.022492191963489956
7300,44.05767807,25.7991124,30.27605836,30.2,84.0,13807.069068972702,25.79676235245708,0.022953438346067685
7310,44.54923627,25.43325399,28.13123887,30.1,83.4,8413.521611040533,25.47457943527027,0.022648583473889143
7320,46.0346199,25.5040468,27.71282714,30.0,84.2,7117.625437614495,25.580339539570225,0.02273827485088165
7330,45.39488306,25.86158813,28.43116773,29.9,85.1,8165.203581875301,25.714329101529913,0.0228539370000748
7340,43.89216996,25.8813948,28.12980848,30.5,83.5,6908.14287680644,26.06131704794717,0.023221411118982217
7350,42.74649712,25.042044,27.37930597,30.3,84.2,6993.683344850336,25.998071894073057,0.023147135041047734
7360,42.70130655,25.8000177,29.59489638,30.3,81.9,11343.239448431756,25.287910785327593,0.022491985240025294
7370,45.59211999,25.68954745,30.31074425,30.4,81.9,14748.31113021028,25.424608398625917,0.02262571514386129
7380,43.66628177,25.90244504,27.78157384,30.6,82.2,5743.819736404538,25.794042374163283,0.022982310394561833
7390,43.69497488,25.66639869,29.96293428,30.7,81.7,13141.591027325308,25.77540814894786,0.022972934181124095
7400,44.12940799,25.77694633,28.711139,30.6,82.7,9063.892981898813,25.950940442132644,0.02312730351995487
7410,43.69739975,25.42724741,27.60856294,30.5,85.1,6672.247168670516,26.56069557820723,0.023683315207374465
7420,41.81830493,25.6464386,30.2055772,30.0,85.5,13345.88137350533,25.975285399444825,0.023102380596789575
7430,43.58411393,25.28154079,28.72116976,30.3,83.5,10493.922663378593,25.781935904454876,0.02294760066032763
7440,42.64718501,25.23516821,27.93903341,30.5,85.5,8071.8567598550435,26.685540210772253,0.023798894585560098
7450,43.30693654,24.95044957,27.42355838,29.8,82.3,7497.193640382943,24.734041146629938,0.02194444501585331
7460,42.14695634,25.89959252,28.73768449,30.3,83.9,8373.185684394624,25.905442184236694,0.023061605189923923
7470,43.26753536,25.29763627,27.31859388,30.4,81.4,6120.929839621525,25.269391009134917,0.02248259205143149
7480,39.29090092,25.18019791,29.7366946,30.6,81.7,12532.020199236853,25.637144306193917,0.022837382431296915
7490,41.42655161,25.8378768,30.04734678,30.6,84.9,12206.8677764051,26.641291941197842,0.023766048512662764
7500,37.69815471,24.94552695,28.75343302,30.0,81.6,10048.57225036056,24.790447819821026,0.022011295048317975
7510,39.00280255,25.17703311,28.3583766,30.6,82.5,8685.691838893852,25.8881812149449,0.02306929844752992
7520,39.79653644,25.0767547,27.92872222,30.5,85.1,7944.890053476355,26.56069557820723,0.023683315207374465
7530,36.88213295,25.64884018,27.77544203,30.2,81.5,5490.352851439118,25.02900156815776,0.02224586704152032
7540,39.8854126,25.38629088,29.79236295,30.1,85.5,12301.660172010028,26.11602568004326,0.023240180266903433
7550,36.94939651,25.04519605,29.69576361,30.4,84.0,12028.496533968824,26.076521434488114,0.02322752696375479
7560,37.29985522,25.75673094,29.7408703,30.3,81.1,10402.547491301242,25.040898225763954,0.022264418850114785
7570,36.95717,25.4705423,28.80429173,30.6,81.9,8624.416109533911,25.69990353338166,0.022895345799959107
7580,37.19656354,25.53848577,27.61971349,30.7,84.6,5419.016338973247,26.690324717270368,0.023819603385520968
7590,38.25992478,25.36559282,29.97280252,30.5,81.3,12339.004759738038,25.374671568839577,0.02258737104227376
7600,37.28274378,24.91443082,27.12380514,30.2,83.3,5766.007568067026,25.581789332853266,0.022755161756454423
7610,34.67191253,25.05448896,27.52076673,30.2,83.4,5985.739698128637,25.61249976422524,0.0227834795190161
7620,36.02983899,25.41014346,27.95995966,30.2,83.9,6430.862699806551,25.766051921085104,0.02292510565281452
7630,33.89100514,25.31872553,29.62047159,29.9,84.2,10205.33484813044,25.442379675074253,0.022603454892340613
7640,33.25878223,25.72975618,29.54112864,30.1,81.1,8873.31246511916,24.772043071947465,0.022001887640347436
7650,36.79983556,25.56289607,27.79680826,30.1,83.5,5754.532087323559,25.505124494545175,0.022676730148674034
7660,35.17203558,25.4780013,28.65205243,30.7,80.8,7814.64874939695,25.491468524296046,0.022710625987517427
7670,37.58108819,25.30169285,28.57472299,30.1,82.2,8610.28240379077,25.108038723971422,0.022311014988505753
7680,32.92542546,25.42633221,27.90132154,30.3,81.9,5704.305368944722,25.287910785327593,0.022491985240025294
7690,34.92762142,25.43711536,28.81615159,29.8,83.6,8261.518874413283,25.124736814802706,0.02230350640974971
7700,35.18067359,24.88636257,27.30399171,30.7,81.8,5953.767514520866,25.80695699613139,0.02300209271267883
7710,36.7927893,25.51989644,29.58273467,30.3,84.1,10463.820566946248,25.9671953241276,0.02311862257058345
7720,34.02414745,25.4659108,29.24918047,30.7,83.8,9010.576756663497,26.43793393980209,0.023585817516865545
7730,38.60504949,25.06529286,27.7136467,30.5,84.6,7156.788174216214,26.404639787500965,0.02353889915104989
